epoch,iteration,loss_l,loss_c,loss,learning_rate
1,1,5.211400032043457,10.197181701660156,20.61998176574707,0.001
1,2,4.713044166564941,9.005013465881348,18.43110179901123,0.001
1,3,4.509731769561768,4.434866428375244,13.45432996749878,0.001
1,4,4.414529800415039,4.483270645141602,13.31233024597168,0.001
1,5,4.390921115875244,4.647211074829102,13.42905330657959,0.001
1,6,4.348228931427002,5.158997058868408,13.855454921722412,0.001
1,7,4.244414329528809,4.427524566650391,12.916353225708008,0.001
1,8,4.268849849700928,4.6073455810546875,13.145045280456543,0.001
1,9,4.283969402313232,4.347790718078613,12.915729522705078,0.001
1,10,4.209309101104736,4.635067939758301,13.053686141967773,0.001
1,11,3.977731704711914,3.84905743598938,11.804520845413208,0.001
1,12,4.000730037689209,3.42484974861145,11.426309823989868,0.001
1,13,3.9142262935638428,3.3663878440856934,11.194840431213379,0.001
1,14,3.9836466312408447,3.2468225955963135,11.214115858078003,0.001
1,15,3.979337215423584,3.3344409465789795,11.293115377426147,0.001
1,16,3.7930614948272705,3.412550687789917,10.998673677444458,0.001
1,17,3.8678431510925293,3.2157630920410156,10.951449394226074,0.001
1,18,3.9438319206237793,3.7895002365112305,11.677164077758789,0.001
1,19,3.8106906414031982,3.388491153717041,11.009872436523438,0.001
1,20,3.5722122192382812,3.3188414573669434,10.463265895843506,0.001
1,21,3.8723928928375244,3.2342722415924072,10.979058027267456,0.001
1,22,3.710322856903076,3.2484500408172607,10.669095754623413,0.001
1,23,3.53033185005188,3.1650145053863525,10.225678205490112,0.001
1,24,3.6523537635803223,3.242981433868408,10.547688961029053,0.001
1,25,3.5724799633026123,3.3658292293548584,10.510789155960083,0.001
1,26,3.691707134246826,2.9872589111328125,10.370673179626465,0.001
1,27,3.235440969467163,3.1096909046173096,9.580572843551636,0.001
1,28,3.6888844966888428,3.264756679534912,10.642525672912598,0.001
1,29,3.6815547943115234,2.956442356109619,10.319551944732666,0.001
1,30,3.643515110015869,3.029917001724243,10.316947221755981,0.001
1,31,3.517200231552124,3.1806206703186035,10.215021133422852,0.001
1,32,3.6501200199127197,3.3718764781951904,10.67211651802063,0.001
1,33,3.749159574508667,2.9039647579193115,10.402283906936646,0.001
1,34,3.893617630004883,3.301478147506714,11.08871340751648,0.001
1,35,3.427849054336548,3.024656057357788,9.880354166030884,0.001
1,36,3.4630837440490723,2.9038891792297363,9.83005666732788,0.001
1,37,3.1441855430603027,2.856856107711792,9.145227193832397,0.001
1,38,3.3663291931152344,2.8389413356781006,9.57159972190857,0.001
1,39,3.206211566925049,2.9920976161956787,9.404520750045776,0.001
1,40,3.0563442707061768,2.90444016456604,9.017128705978394,0.001
1,41,3.2800984382629395,2.9904308319091797,9.550627708435059,0.001
1,42,3.126629114151001,2.921638011932373,9.174896240234375,0.001
1,43,3.2701077461242676,2.956390380859375,9.49660587310791,0.001
1,44,2.996122121810913,2.9048964977264404,8.897140741348267,0.001
1,45,3.0109901428222656,2.8801944255828857,8.902174711227417,0.001
1,46,2.844383955001831,2.6769702434539795,8.365738153457642,0.001
1,47,3.1195569038391113,2.811284303665161,9.050398111343384,0.001
1,48,3.0474348068237305,2.7484591007232666,8.843328714370728,0.001
1,49,3.094794273376465,2.7263734340667725,8.915961980819702,0.001
1,50,2.880297899246216,2.9959585666656494,8.756554365158081,0.001
1,51,2.9892280101776123,2.751519203186035,8.72997522354126,0.001
1,52,2.744122266769409,2.8473055362701416,8.33555006980896,0.001
1,53,2.9816877841949463,2.7860100269317627,8.749385595321655,0.001
1,54,2.9652395248413086,2.9980785846710205,8.928557634353638,0.001
1,55,2.8500194549560547,2.774010419845581,8.47404932975769,0.001
1,56,2.8309295177459717,2.7212133407592773,8.38307237625122,0.001
1,57,2.813567876815796,2.9628942012786865,8.590029954910278,0.001
1,58,2.7065269947052,2.683748722076416,8.096802711486816,0.001
1,59,2.602865219116211,2.796842336654663,8.002572774887085,0.001
1,60,2.8008406162261963,2.7277255058288574,8.32940673828125,0.001
1,61,2.6837215423583984,2.7154643535614014,8.082907438278198,0.001
1,62,2.7971479892730713,2.617581605911255,8.211877584457397,0.001
1,63,2.708469867706299,2.648247480392456,8.065187215805054,0.001
1,64,2.6863739490509033,2.6793277263641357,8.052075624465942,0.001
1,65,2.7909586429595947,2.708840847015381,8.29075813293457,0.001
1,66,2.512834072113037,2.6028363704681396,7.628504514694214,0.001
1,67,2.580643653869629,2.58467960357666,7.745966911315918,0.001
1,68,2.7121715545654297,2.717026948928833,8.141370058059692,0.001
1,69,2.5857133865356445,2.752997398376465,7.924424171447754,0.001
1,70,2.4482369422912598,2.698289394378662,7.594763278961182,0.001
1,71,2.487545967102051,2.6562886238098145,7.631380558013916,0.001
1,72,2.5962235927581787,2.7034337520599365,7.895880937576294,0.001
1,73,2.5211904048919678,2.432163715362549,7.474544525146484,0.001
1,74,2.594627857208252,2.670640707015991,7.859896421432495,0.001
1,75,2.842392921447754,2.6419222354888916,8.3267080783844,0.001
1,76,2.357825756072998,2.5808284282684326,7.296479940414429,0.001
1,77,2.3228800296783447,2.6903738975524902,7.33613395690918,0.001
1,78,2.3583900928497314,2.588290214538574,7.305070400238037,0.001
1,79,2.4855692386627197,2.5882134437561035,7.559351921081543,0.001
1,80,2.4015393257141113,2.60589861869812,7.408977270126343,0.001
1,81,2.5513057708740234,2.760622024536133,7.86323356628418,0.001
1,82,2.384840726852417,2.5309014320373535,7.3005828857421875,0.001
1,83,2.434213399887085,2.6491050720214844,7.517531871795654,0.001
1,84,2.4853341579437256,2.601921319961548,7.572589635848999,0.001
1,85,2.6250221729278564,2.5343146324157715,7.784358978271484,0.001
1,86,2.6224911212921143,2.5766077041625977,7.821589946746826,0.001
1,87,2.367863893508911,2.650602102279663,7.386329889297485,0.001
1,88,2.327361583709717,2.4680466651916504,7.122769832611084,0.001
1,89,2.9369101524353027,2.7168664932250977,8.590686798095703,0.001
1,90,2.4482834339141846,2.593611240386963,7.490178108215332,0.001
1,91,2.575237989425659,2.678586006164551,7.829061985015869,0.001
1,92,2.330186367034912,2.532733678817749,7.193106412887573,0.001
1,93,2.384289026260376,2.556540012359619,7.325118064880371,0.001
1,94,2.2410502433776855,2.535698652267456,7.017799139022827,0.001
1,95,2.32881236076355,2.527452230453491,7.185076951980591,0.001
1,96,2.1365597248077393,2.5391743183135986,6.812293767929077,0.001
1,97,2.287724256515503,2.4746971130371094,7.050145626068115,0.001
1,98,2.3219997882843018,2.582184076309204,7.226183652877808,0.001
1,99,2.115427255630493,2.410717248916626,6.641571760177612,0.001
1,100,2.3424510955810547,2.4943294525146484,7.179231643676758,0.001
1,101,2.2460131645202637,2.4243810176849365,6.916407346725464,0.001
1,102,2.042351007461548,2.396084785461426,6.4807868003845215,0.001
1,103,2.056814670562744,2.488712787628174,6.602342128753662,0.001
1,104,2.2386207580566406,2.459148406982422,6.936389923095703,0.001
1,105,2.1894259452819824,2.4680988788604736,6.8469507694244385,0.001
1,106,2.138150215148926,2.4298653602600098,6.706165790557861,0.001
1,107,2.184995651245117,2.4669010639190674,6.836892366409302,0.001
1,108,2.268497943878174,2.435063123703003,6.972059011459351,0.001
1,109,2.127997636795044,2.7540597915649414,7.010055065155029,0.001
1,110,1.966956377029419,2.4821090698242188,6.416021823883057,0.001
